id	symbol	chr	strand	nprots	ntrans	SV	WT	WT_prots	SV_prots	min_skipped_exon	max_skipped_exon	min_skipped_bases	max_skipped_bases
ENSG00000103222	ABCC1	16	+	9	9	16173336:16184262	16177400:16180681|16180849:16184262|16173336:16180681|16173336:16177223|16177400:16184262	ENSP00000382342|ENSP00000382340|ENSP00000263019|ENSP00000263017|ENSP00000263014|ENSP00000440170|ENSP00000461615	ENSP00000263016	1	2	168	345	
ENSG00000109680	TBC1D19	4	+	6	6	26585915:26638833	26614864:26616030|26616076:26622235|26622311:26638833|26585915:26614791	ENSP00000264866	ENSP00000423097|ENSP00000425569	3	3	195	195	
ENSG00000149016	TUT1	11	-	5	5	62346503:62356503	62349174:62356503|62346503:62348578|62348679:62348858	ENSP00000308000|ENSP00000419607	ENSP00000278279	2	2	417	417	
ENSG00000142330	CAPN10	2	+	12	12	241537505:241538068	241537505:241537769|241537815:241538068	ENSP00000375844|ENSP00000289381|ENSP00000270362|ENSP00000404064	ENSP00000384422	1	1	46	46	
ENSG00000142330	CAPN10	2	+	12	12	241526470:241537305	241534127:241534441|241535939:241536098|241536360:241537305|241535939:241536267|241526470:241528760|241528892:241530232|241533465:241533960|241534722:241537305|241531568:241533323|241535939:241537305|241534722:241535736|241530429:241531350	ENSP00000375844|ENSP00000384422|ENSP00000349556|ENSP00000270362|ENSP00000375843	ENSP00000289381	6	8	1137	1602	
ENSG00000142330	CAPN10	2	+	12	12	241535939:241537305	241535939:241536098|241536360:241537305|241535939:241536267	ENSP00000375844|ENSP00000384422|ENSP00000375843	ENSP00000349556	1	1	93	262	
ENSG00000142330	CAPN10	2	+	12	12	241534722:241537305	241535939:241536098|241536360:241537305|241535939:241536267|241535939:241537305|241534722:241535736	ENSP00000375844|ENSP00000384422|ENSP00000349556|ENSP00000375843	ENSP00000270362	1	2	203	465	
ENSG00000114125	RNF7	3	+	5	5	141457359:141464001	141457359:141462351|141462399:141464001	ENSP00000273480	ENSP00000419084	1	1	48	48	
ENSG00000105856	HBP1	7	+	10	10	106836597:106840605	106836815:106840605|106836597:106836735	ENSP00000419143	ENSP00000420500|ENSP00000222574|ENSP00000418738	1	1	80	80	
ENSG00000242685	HLA-DMA	HSCHR6_MHC_QBL	-	5	5	32846399:32849458	32846399:32847028|32847313:32849458	ENSP00000392842	ENSP00000390001	1	1	285	285	
ENSG00000182010	RTKN2	10	-	4	4	63964782:63976877	63974851:63976877|63964782:63974788	ENSP00000325379|ENSP00000378682	ENSP00000362894	1	1	63	63	
ENSG00000205436	EXOC3L4	14	+	4	4	103566951:103570278	103566951:103568455|103569110:103570278	ENSP00000369409	ENSP00000454163	1	1	655	655	
ENSG00000205436	EXOC3L4	14	+	4	4	103570727:103571329	103570727:103571075|103571176:103571329	ENSP00000369409	ENSP00000454174	1	1	101	101	
ENSG00000004897	CDC27	17	-	14	14	45247409:45258928	45247409:45249283|45249431:45258928	ENSP00000066544|ENSP00000434614|ENSP00000437339|ENSP00000432105|ENSP00000460454	ENSP00000432211|ENSP00000392802|ENSP00000460424	1	1	148	148	
ENSG00000004897	CDC27	17	-	14	14	45209741:45232038	45209741:45214518|45221349:45229172|45219392:45219595|45219803:45221249|45229285:45232038|45229303:45232038|45214727:45216105|45219389:45219595|45216258:45219219	ENSP00000066544|ENSP00000434614|ENSP00000392802|ENSP00000437339	ENSP00000432105	6	6	953	974	
ENSG00000004897	CDC27	17	-	14	14	45232153:45235572	45234751:45235572|45234491:45234596|45232153:45234279	ENSP00000066544|ENSP00000434614|ENSP00000392802|ENSP00000437339|ENSP00000432105	ENSP00000458904	2	2	367	367	
ENSG00000004897	CDC27	17	-	14	14	45234751:45247283	45234751:45235572|45235670:45247283	ENSP00000066544|ENSP00000434614|ENSP00000392802|ENSP00000437339|ENSP00000432105|ENSP00000460454	ENSP00000460061	1	1	98	98	
ENSG00000182389	CACNB4	2	-	10	10	152695894:152709962	152698603:152709962|152695894:152698417	ENSP00000438949|ENSP00000353425|ENSP00000390161|ENSP00000443893|ENSP00000380490|ENSP00000410978|ENSP00000343563	ENSP00000441854|ENSP00000201943	1	1	186	186	
ENSG00000198822	GRM3	7	+	8	8	86274189:86468155	86274189:86415577|86416433:86468155	ENSP00000441407	ENSP00000444064	1	1	856	856	
ENSG00000198822	GRM3	7	+	8	8	86416433:86479686	86416433:86468155|86469222:86479686	ENSP00000355316|ENSP00000441407	ENSP00000398767|ENSP00000378209	1	1	1067	1067	
ENSG00000134569	LRP4	11	-	2	2	46921930:46939879	46924481:46939879|46921930:46924334	ENSP00000367888	ENSP00000434763	1	1	147	147	
ENSG00000138385	SSB	2	+	7	7	170667555:170668178	170667834:170668178|170667555:170667693	ENSP00000260956|ENSP00000386636	ENSP00000386524	1	1	141	141	
ENSG00000070444	MNT	17	-	3	3	2291344:2303934	2298749:2303934|2297449:2297599|2297641:2298169|2291344:2297337	ENSP00000174618|ENSP00000384177	ENSP00000458233	3	3	734	734	
ENSG00000120910	PPP3CC	8	+	8	8	22386091:22389738	22388842:22389738|22386091:22388815	ENSP00000380878	ENSP00000240139|ENSP00000289963	1	1	27	27	
ENSG00000120910	PPP3CC	8	+	8	8	22390532:22398128	22390532:22396982|22397012:22398128	ENSP00000240139|ENSP00000380878	ENSP00000289963	1	1	30	30	
ENSG00000120910	PPP3CC	8	+	8	8	22333138:22368599	22355626:22368599|22333138:22355514	ENSP00000429379|ENSP00000240139|ENSP00000289963|ENSP00000380878	ENSP00000430783	1	1	112	112	
ENSG00000176783	RUFY1	5	+	9	9	178977881:178987026	178977881:178982651|178982792:178987026	ENSP00000425533	ENSP00000325594|ENSP00000366200|ENSP00000377094	1	1	141	141	
ENSG00000176783	RUFY1	5	+	9	9	179012867:179016547	179012867:179013332|179013477:179016547	ENSP00000366200|ENSP00000377094	ENSP00000325594|ENSP00000390025|ENSP00000377087|ENSP00000426701	1	1	145	145	
ENSG00000176783	RUFY1	5	+	9	9	179004138:179012797	179004138:179007948|179008014:179012797	ENSP00000325594|ENSP00000366200|ENSP00000377094|ENSP00000390025|ENSP00000377087|ENSP00000426117	ENSP00000426701	1	1	66	66	
ENSG00000176783	RUFY1	5	+	9	9	179012867:179018626	179012867:179016547|179016649:179018626	ENSP00000325594|ENSP00000390025|ENSP00000377087|ENSP00000426701	ENSP00000426117	1	1	102	102	
ENSG00000099246	RAB18	10	+	5	5	27815819:27821436	27815819:27820458|27820545:27821436	ENSP00000407872	ENSP00000349415	1	1	87	87	
ENSG00000099246	RAB18	10	+	5	5	27815819:27822857	27815819:27821436|27815819:27820458|27821509:27822664|27822783:27822857|27820545:27821436	ENSP00000349415|ENSP00000407872	ENSP00000439321	2	3	192	279	
ENSG00000099246	RAB18	10	+	5	5	27798860:27822664	27815819:27821436|27815819:27820458|27821509:27822664|27820545:27821436|27798860:27815757	ENSP00000349415|ENSP00000407872	ENSP00000364960	2	3	135	222	
ENSG00000177200	CHD9	16	+	11	11	53331071:53340149	53331071:53337632|53338538:53340149	ENSP00000457466|ENSP00000455307|ENSP00000381522	ENSP00000388729	1	1	906	906	
ENSG00000104365	IKBKB	8	+	18	18	42129724:42147674	42146247:42147674|42129724:42146152	ENSP00000430684|ENSP00000430483|ENSP00000339151|ENSP00000428186|ENSP00000428922|ENSP00000430114	ENSP00000429699|ENSP00000428799|ENSP00000404920|ENSP00000429239|ENSP00000429924|ENSP00000429357	1	1	95	95	
ENSG00000104365	IKBKB	8	+	18	18	42129724:42162705	42146247:42147674|42129724:42147674|42151087:42162705|42147792:42150961|42151031:42162705|42129724:42146152	ENSP00000430684|ENSP00000404920|ENSP00000430483|ENSP00000339151|ENSP00000428186|ENSP00000428922|ENSP00000430114	ENSP00000429319	2	3	188	339	
ENSG00000104365	IKBKB	8	+	18	18	42129724:42171840	42162794:42163861|42146247:42147674|42129724:42147674|42166544:42171840|42147792:42150961|42151031:42162705|42163951:42166419|42129724:42146152	ENSP00000430684|ENSP00000404920|ENSP00000428186|ENSP00000428922|ENSP00000430114	ENSP00000430557|ENSP00000369030	5	6	492	587	
ENSG00000104365	IKBKB	8	+	18	18	42176940:42178253	42177165:42178253|42176940:42177103	ENSP00000430684|ENSP00000404920|ENSP00000430868|ENSP00000369030	ENSP00000428186|ENSP00000428922	1	1	62	62	
ENSG00000235569	MSH5	HSCHR6_MHC_QBL	+	13	13	31702601:31705411	31703336:31705411|31702601:31703253	ENSP00000401072|ENSP00000413831|ENSP00000405073|ENSP00000394619|ENSP00000404249	ENSP00000399898	1	1	83	83	
ENSG00000235569	MSH5	HSCHR6_MHC_QBL	+	13	13	31718239:31719210	31718239:31718712|31718862:31719210	ENSP00000401072|ENSP00000413831|ENSP00000409468	ENSP00000393445	1	1	150	150	
ENSG00000138294	MSMB	10	+	2	2	51555837:51562271	51556857:51562271|51555837:51556751	ENSP00000351363	ENSP00000298239	1	1	106	106	
ENSG00000128602	SMO	7	+	3	3	128848693:128850204	128848693:128849130|128849239:128850204	ENSP00000249373	ENSP00000418720	1	1	109	109	
ENSG00000140675	SLC5A2	16	+	3	3	31499812:31500444	31500370:31500444|31499812:31499943|31500094:31500201	ENSP00000327943	ENSP00000410601	2	2	320	320	
ENSG00000197323	TRIM33	1	-	4	4	114952939:114964058	114963074:114964058|114952939:114963002	ENSP00000402333|ENSP00000412077	ENSP00000351250|ENSP00000358556	1	1	72	72	
ENSG00000197323	TRIM33	1	-	4	4	114940483:114942079	114940483:114940562|114940613:114942079	ENSP00000351250|ENSP00000402333|ENSP00000412077	ENSP00000358556	1	1	51	51	
ENSG00000166405	RIC3	11	-	11	11	8132685:8190413	8132685:8148206|8148355:8158925|8148352:8158925|8159895:8161514|8161741:8190413|8132685:8159819|8148439:8158925|8159019:8159819	ENSP00000344904|ENSP00000308820|ENSP00000442352|ENSP00000395320|ENSP00000431658	ENSP00000333988	2	4	303	630	
ENSG00000166405	RIC3	11	-	11	11	8148352:8190413	8148352:8158925|8159895:8161514|8161741:8190413|8159019:8159819	ENSP00000344904	ENSP00000434787	3	3	397	397	
ENSG00000166405	RIC3	11	-	11	11	8132685:8159819	8132685:8148206|8148355:8158925|8148352:8158925|8148439:8158925|8159019:8159819	ENSP00000344904|ENSP00000308820|ENSP00000442352|ENSP00000443871|ENSP00000431658	ENSP00000395320	2	2	240	327	
ENSG00000089335	ZNF302	19	+	9	9	35169719:35173682	35170865:35173682|35169719:35170733	ENSP00000396379	ENSP00000423460|ENSP00000424292|ENSP00000391067|ENSP00000421028|ENSP00000421696|ENSP00000405219|ENSP00000421201|ENSP00000423235	1	1	132	132	
ENSG00000120318	ARAP3	5	-	5	5	141041357:141044489	141041823:141044489|141041357:141041610	ENSP00000239440|ENSP00000421468	ENSP00000421826	1	1	213	213	
ENSG00000120318	ARAP3	5	-	5	5	141034003:141035188	141034003:141034929|141034968:141035188	ENSP00000421826|ENSP00000239440	ENSP00000421468	1	1	39	39	
ENSG00000150967	ABCB9	12	-	19	19	123424832:123428938	123424832:123425354|123425543:123428938	ENSP00000456813|ENSP00000456375|ENSP00000280560|ENSP00000376234|ENSP00000440288|ENSP00000394898|ENSP00000440244|ENSP00000444834	ENSP00000441734|ENSP00000442281	1	1	189	189	
ENSG00000150967	ABCB9	12	-	19	19	123425543:123430572	123429067:123430572|123425543:123428938	ENSP00000456813|ENSP00000456375|ENSP00000280560|ENSP00000376234|ENSP00000440288|ENSP00000394898|ENSP00000440244|ENSP00000441086	ENSP00000280559	1	1	129	129	
ENSG00000262985	LILRB1	HSCHR19LRC_PGF1_CTG1	+	12	12	55067787:55068406	55067787:55068129|55068168:55068406	ENSP00000459143	ENSP00000458874|ENSP00000459974|ENSP00000459400|ENSP00000459516|ENSP00000459643|ENSP00000460306|ENSP00000458881|ENSP00000461279|ENSP00000460211|ENSP00000459938|ENSP00000459549	1	1	39	39	
ENSG00000262985	LILRB1	HSCHR19LRC_PGF1_CTG1	+	12	12	55067084:55067736	55067454:55067736|55067084:55067403	ENSP00000459643|ENSP00000460306|ENSP00000459143|ENSP00000459938	ENSP00000459974|ENSP00000460211	1	1	51	51	
ENSG00000262985	LILRB1	HSCHR19LRC_PGF1_CTG1	+	12	12	55068529:55069024	55068945:55069024|55068529:55068869	ENSP00000458874|ENSP00000459974|ENSP00000459516|ENSP00000459643|ENSP00000460306|ENSP00000458881|ENSP00000461279|ENSP00000459143|ENSP00000460211|ENSP00000459938	ENSP00000459400|ENSP00000459549	1	1	76	76	
ENSG00000115216	NRBP1	2	+	6	6	27658095:27659620	27658095:27658590|27658614:27659620	ENSP00000369192	ENSP00000233557|ENSP00000398582|ENSP00000369181	1	1	24	24	
ENSG00000113889	KNG1	3	+	4	4	186443050:186449334	186443050:186445026|186445134:186449334	ENSP00000287611|ENSP00000265023|ENSP00000393745	ENSP00000396025	1	1	108	108	
ENSG00000196405	EVL	14	+	11	11	100563996:100593044	100563996:100589876|100589940:100593044	ENSP00000384720|ENSP00000437904|ENSP00000376652|ENSP00000440743|ENSP00000452327|ENSP00000450979	ENSP00000451226	1	1	64	64	
ENSG00000196405	EVL	14	+	11	11	100603982:100607517	100603982:100604077|100604140:100607517	ENSP00000384720|ENSP00000376652|ENSP00000440743	ENSP00000451821	1	1	63	63	
ENSG00000117090	SLAMF1	1	-	5	5	160589640:160604403	160593976:160604403|160589640:160593886	ENSP00000306190|ENSP00000347333	ENSP00000235739	1	1	90	90	
ENSG00000117090	SLAMF1	1	-	5	5	160582371:160593886	160582371:160589566|160589640:160593886	ENSP00000306190	ENSP00000438406	1	1	74	74	
ENSG00000159199	ATP5G1	17	+	6	6	46970819:46972518	46971812:46972518|46970819:46971734	ENSP00000348205|ENSP00000422086|ENSP00000377033|ENSP00000458423	ENSP00000422950	1	1	78	78	
ENSG00000117280	RAB7L1	1	-	6	6	205739983:205743961	205740782:205741624|205741696:205743961|205740782:205743961|205739983:205740600	ENSP00000356107|ENSP00000235932|ENSP00000389899|ENSP00000402910	ENSP00000431483	1	2	182	254	
ENSG00000117280	RAB7L1	1	-	6	6	205740782:205743961	205740782:205741624|205741696:205743961	ENSP00000356107|ENSP00000235932|ENSP00000402910	ENSP00000389899	1	1	72	72	
ENSG00000129204	USP6	17	+	7	7	5049470:5051851	5049470:5050378|5050490:5051851	ENSP00000460380|ENSP00000250066|ENSP00000305473	ENSP00000328010|ENSP00000461581	1	1	112	112	
ENSG00000137216	TMEM63B	6	+	6	6	44102834:44104086	44103104:44104086|44102834:44103065	ENSP00000259746|ENSP00000437163|ENSP00000327154	ENSP00000360960	1	1	39	39	
ENSG00000137216	TMEM63B	6	+	6	6	44106255:44108765	44106255:44107204|44108098:44108765|44107497:44107989|44107347:44107445	ENSP00000259746|ENSP00000327154|ENSP00000360960	ENSP00000433750	3	3	304	304	
ENSG00000137216	TMEM63B	6	+	6	6	44121581:44122102	44121581:44121810|44121926:44122102	ENSP00000259746|ENSP00000327154|ENSP00000360960	ENSP00000432085	1	1	116	116	
ENSG00000133059	DSTYK	1	-	3	3	205116874:205119808	205117468:205119808|205116874:205117333	ENSP00000356128|ENSP00000356130	ENSP00000356129	1	1	135	135	
ENSG00000049323	LTBP1	2	+	13	13	33540337:33572434	33568031:33572434|33540337:33567905	ENSP00000386043|ENSP00000346467|ENSP00000374653|ENSP00000384373|ENSP00000385359|ENSP00000384091|ENSP00000388154	ENSP00000393057|ENSP00000272273|ENSP00000395211	1	1	126	126	
ENSG00000049323	LTBP1	2	+	13	13	33505226:33525518	33505226:33518227|33518350:33525518	ENSP00000386043|ENSP00000346467|ENSP00000374653|ENSP00000393057|ENSP00000384373|ENSP00000385359|ENSP00000384091	ENSP00000388154	1	1	123	123	
ENSG00000144061	NPHP1	2	-	8	8	110881641:110883214	110882901:110883214|110881641:110882796	ENSP00000402176	ENSP00000313169|ENSP00000389879|ENSP00000376953|ENSP00000347452	1	1	105	105	
ENSG00000144061	NPHP1	2	-	8	8	110927576:110958998	110927576:110936000|110936125:110937201|110937262:110958998	ENSP00000313169|ENSP00000389879|ENSP00000376953|ENSP00000402176	ENSP00000347452	2	2	186	186	
ENSG00000125457	MIF4GD	17	-	2	2	73264274:73266195	73265530:73266195|73264274:73265428	ENSP00000245551	ENSP00000321625	1	1	102	102	
ENSG00000185024	BRF1	14	-	19	19	105739232:105766783	105752714:105766783|105739232:105752633	ENSP00000448323|ENSP00000446707|ENSP00000339442	ENSP00000369269	1	1	81	81	
ENSG00000185024	BRF1	14	-	19	19	105707752:105752633	105739232:105752633|105718917:105722855|105707752:105718844|105722887:105739058	ENSP00000448323	ENSP00000450258	3	3	279	279	
ENSG00000164114	MAP9	4	-	8	8	156276313:156278601	156277037:156278601|156276313:156276868	ENSP00000310593|ENSP00000427402|ENSP00000394048	ENSP00000413553	1	1	169	169	
ENSG00000165322	ARHGAP12	10	-	6	6	32120729:32128565	32128248:32128565|32120729:32128233	ENSP00000345808	ENSP00000310984|ENSP00000379448|ENSP00000364394|ENSP00000398050	1	1	15	15	
ENSG00000165322	ARHGAP12	10	-	6	6	32141526:32150323	32141526:32142994|32143135:32150323	ENSP00000364399|ENSP00000345808|ENSP00000379448	ENSP00000310984|ENSP00000364394	1	1	141	141	
ENSG00000165322	ARHGAP12	10	-	6	6	32120729:32132389	32120729:32128565|32128640:32132389|32128248:32128565|32120729:32128233	ENSP00000310984|ENSP00000345808|ENSP00000379448|ENSP00000364394|ENSP00000398050	ENSP00000364399	1	2	75	90	
ENSG00000123130	ACOT9	X	-	6	6	23751335:23754036	23751335:23752458|23752485:23754036	ENSP00000368605	ENSP00000336580	1	1	27	27	
ENSG00000123130	ACOT9	X	-	6	6	23740102:23748644	23740102:23740787|23740871:23748644	ENSP00000368605|ENSP00000336580|ENSP00000368597|ENSP00000417778	ENSP00000420490	1	1	84	84	
ENSG00000123130	ACOT9	X	-	6	6	23726062:23739998	23731326:23739998|23726062:23731252	ENSP00000368605|ENSP00000336580|ENSP00000368597|ENSP00000420490	ENSP00000417778	1	1	74	74	
ENSG00000167077	MEI1	22	+	8	8	42172272:42177288	42172272:42174712|42174817:42177288|42172272:42174693	ENSP00000384115|ENSP00000412666	ENSP00000382978	1	1	105	124	
ENSG00000167077	MEI1	22	+	8	8	42190482:42191739	42191547:42191739|42190482:42191415	ENSP00000384115|ENSP00000382978|ENSP00000412666	ENSP00000300398|ENSP00000385298	1	1	132	132	
ENSG00000260537	RP11-529K1.3	16	+	2	2	70333258:70349872	70346561:70348805|70348859:70349872|70333258:70346512	ENSP00000454699	ENSP00000455483	2	2	103	103	
ENSG00000113763	UNC5A	5	+	4	4	176295966:176297371	176296783:176297371|176295966:176296615	ENSP00000421795	ENSP00000332737|ENSP00000261961	1	1	168	168	
ENSG00000198604	BAZ1A	14	-	7	7	35255208:35261981	35255428:35261981|35255208:35255332	ENSP00000371859|ENSP00000353458	ENSP00000351555|ENSP00000445562	1	1	96	96	
ENSG00000198604	BAZ1A	14	-	7	7	35224121:35230963	35228053:35230963|35224121:35227910	ENSP00000351555|ENSP00000371859|ENSP00000353458|ENSP00000445562	ENSP00000450902	1	1	143	143	
ENSG00000162337	LRP5	11	+	3	3	68207385:68213904	68213155:68213904|68207385:68213041	ENSP00000435315	ENSP00000294304	1	1	114	114	
ENSG00000162337	LRP5	11	+	3	3	68154181:68170951	68154181:68157349|68157521:68170951	ENSP00000294304	ENSP00000436652	1	1	172	172	
ENSG00000235017	C2	HSCHR6_MHC_COX	+	12	12	31889295:31892648	31889295:31889495|31889295:31891252|31889629:31891252|31891391:31892648	ENSP00000405800|ENSP00000410904|ENSP00000450387|ENSP00000446553	ENSP00000396369|ENSP00000391314|ENSP00000446600	1	2	139	273	
ENSG00000235017	C2	HSCHR6_MHC_COX	+	12	12	31883494:31888939	31884247:31888939|31883494:31884061	ENSP00000405800	ENSP00000405701	1	1	186	186	
ENSG00000235017	C2	HSCHR6_MHC_COX	+	12	12	31883128:31888939	31884247:31888939|31883494:31888939|31883494:31884061|31883128:31883284	ENSP00000405800|ENSP00000405701	ENSP00000410904|ENSP00000391314|ENSP00000450387	1	2	210	396	
ENSG00000235017	C2	HSCHR6_MHC_COX	+	12	12	31889113:31891252	31889295:31889495|31889295:31891252|31889113:31889196|31889629:31891252	ENSP00000405800|ENSP00000410904|ENSP00000450387|ENSP00000446553	ENSP00000446716	1	2	99	233	
ENSG00000235017	C2	HSCHR6_MHC_COX	+	12	12	31889295:31891252	31889295:31889495|31889629:31891252	ENSP00000405800|ENSP00000410904|ENSP00000450387	ENSP00000446553	1	1	134	134	
ENSG00000235017	C2	HSCHR6_MHC_COX	+	12	12	31900183:31900507	31900183:31900309|31900359:31900507	ENSP00000405800|ENSP00000391314|ENSP00000446600|ENSP00000450387|ENSP00000446716	ENSP00000448602	1	1	50	50	
ENSG00000103174	NAGPA	16	-	4	4	5077200:5077847	5077381:5077847|5077200:5077279	ENSP00000310998	ENSP00000371381	1	1	102	102	
ENSG00000174628	IQCK	16	+	10	10	19729810:19745020	19729810:19741752|19741817:19745020	ENSP00000309261|ENSP00000324901|ENSP00000458669|ENSP00000439344|ENSP00000458010|ENSP00000457506	ENSP00000457519|ENSP00000456448	1	1	65	65	
ENSG00000174628	IQCK	16	+	10	10	19746773:19800160	19746773:19775170|19775223:19775357|19775435:19800160	ENSP00000324901|ENSP00000458669|ENSP00000406013	ENSP00000309261	2	2	131	131	
ENSG00000174628	IQCK	16	+	10	10	19775435:19838348	19800245:19838348|19775435:19800160	ENSP00000324901|ENSP00000458669|ENSP00000406013	ENSP00000439344	1	1	85	85	
ENSG00000226264	HLA-DMB	HSCHR6_MHC_DBB	-	9	9	32881095:32882889	32881370:32882889|32881095:32881253	ENSP00000411321	ENSP00000405746|ENSP00000448541	1	1	117	117	
ENSG00000226264	HLA-DMB	HSCHR6_MHC_DBB	-	9	9	32880705:32881253	32880705:32881059|32881095:32881253	ENSP00000411321	ENSP00000398332|ENSP00000446674	1	1	36	36	
ENSG00000226264	HLA-DMB	HSCHR6_MHC_DBB	-	9	9	32880705:32882889	32880705:32881059|32881370:32882889|32881095:32882889|32881095:32881253|32880705:32881253	ENSP00000405746|ENSP00000398332|ENSP00000411321|ENSP00000446674|ENSP00000448541	ENSP00000447325	1	2	36	153	
